title,price,location,url,description
Peugeot 308 2017 White,"KSh 1,770,000","Nairobi, Langata",https://jiji.co.ke/mugumo-ini-langata/cars/peugeot-308-2017-white-dyPE1idcW9LvG542bBH4Co4w.html?page=1&pos=13&cur_pos=13&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=12,"DIAMONDKSh 1,770,000Peugeot 308 2017 WhitePeugeot 308 s/w moonroof 
2017 model
1200cc
Petrol 
Automatic transmission 
Half leather seats 
Push...Foreign UsedAutomaticNairobi, Langata"
"KSh 1,770,000","KSh 1,770,000",,,"KSh 1,770,000"
Peugeot 308 s/w moonroof,,"Nairobi, Langata",,"Peugeot 308 s/w moonroof 
2017 model
1200cc
Petrol 
Automatic transmission 
Half leather seats 
Push...Foreign UsedAutomaticNairobi, Langata"
"Nairobi, Langata",,"Nairobi, Langata",,"Nairobi, Langata"
Toyota Hilux 2014 White,"KSh 2,950,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2014-white-yQORgivGDwSmheKtYnZhugvc.html?page=1&pos=16&cur_pos=16&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=15,"DIAMONDKSh 2,950,000Toyota Hilux 2014 WhiteToyota hilux dcab pickup 2014 model 2500cc diesel manual 4wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen"
"KSh 2,950,000","KSh 2,950,000",,,"KSh 2,950,000"
"Toyota hilux dcab pickup 2014 model 2500cc diesel manual 4wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen",,"Nairobi, Karen",,"Toyota hilux dcab pickup 2014 model 2500cc diesel manual 4wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen"
Toyota hilux dcab pickup 2014 model 2500cc diesel manual 4wd local assembly superbly clean. Call or...,,,,Toyota hilux dcab pickup 2014 model 2500cc diesel manual 4wd local assembly superbly clean. Call or...
Toyota Hilux 2015 Silver,"KSh 2,550,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2015-silver-wr0FYd2R4o3Io4LVKeFDNScK.html?page=1&pos=19&cur_pos=19&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=18,"DIAMONDKSh 2,550,000Toyota Hilux 2015 Silver4wd toyota hilux pickup 2015 model 2500cc diesel manual 4wd local. Call for 25 more pickupsLocal UsedManualNairobi, Karen"
"KSh 2,550,000","KSh 2,550,000",,,"KSh 2,550,000"
"4wd toyota hilux pickup 2015 model 2500cc diesel manual 4wd local. Call for 25 more pickupsLocal UsedManualNairobi, Karen",,"Nairobi, Karen",,"4wd toyota hilux pickup 2015 model 2500cc diesel manual 4wd local. Call for 25 more pickupsLocal UsedManualNairobi, Karen"
4wd toyota hilux pickup 2015 model 2500cc diesel manual 4wd local. Call for 25 more pickups,,,,4wd toyota hilux pickup 2015 model 2500cc diesel manual 4wd local. Call for 25 more pickups
Nissan Tiida 1.5L 16V 2010 Gold,"KSh 650,000","Nairobi, Runda",https://jiji.co.ke/karura/cars/nissan-tiida-1-5l-16v-2010-gold-CqFsy2CQ8As23UEZedT0m6iu.html?page=1&pos=22&cur_pos=22&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=21,"KSh 650,000Nissan Tiida 1.5L 16V 2010 GoldNissan Tiida, 2011, accident free, well maintained, 1500cc, Top most conditionLocal UsedAutomaticNairobi, Runda"
"KSh 650,000","KSh 650,000",,,"KSh 650,000"
"Nissan Tiida, 2011, accident free, well maintained, 1500cc, Top most conditionLocal UsedAutomaticNairobi, Runda",,"Nairobi, Runda",,"Nissan Tiida, 2011, accident free, well maintained, 1500cc, Top most conditionLocal UsedAutomaticNairobi, Runda"
"Nissan Tiida, 2011, accident free, well maintained, 1500cc, Top most condition",,,,"Nissan Tiida, 2011, accident free, well maintained, 1500cc, Top most condition"
"Nairobi, Runda",,"Nairobi, Runda",,"Nairobi, Runda"
Lexus RX 200 2017 White,"KSh 4,550,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cars/lexus-rx-200-2017-white-lkdUfJqDiOJVY3UbKd5HWo7w.html?page=1&pos=2&cur_pos=2&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=1,"KSh 4,550,000Lexus RX 200 2017 WhiteLexus RX200T 2017 extremely clean sport sport plus Enjoy to driveLocal UsedAutomaticNairobi, Nairobi Central"
"KSh 4,550,000","KSh 4,550,000",,,"KSh 4,550,000"
"Lexus RX200T 2017 extremely clean sport sport plus Enjoy to driveLocal UsedAutomaticNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Lexus RX200T 2017 extremely clean sport sport plus Enjoy to driveLocal UsedAutomaticNairobi, Nairobi Central"
Lexus RX200T 2017 extremely clean sport sport plus Enjoy to drive,,,,Lexus RX200T 2017 extremely clean sport sport plus Enjoy to drive
Pre-owned 2010 Nissan Murano Silver - Luxury SUV,"KSh 980,000","Kwale, Ukunda",https://jiji.co.ke/ukunda/cars/nissan-murano-2010-silver-fA558fddP6WE4eFL2BryB3Yl.html?page=1&pos=5&cur_pos=5&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=4,"Verified IDKSh 980,000Pre-owned 2010 Nissan Murano Silver - Luxury SUVVery clean and tidy /Local UsedAutomaticKwale, Ukunda"
"Very clean and tidy /Local UsedAutomaticKwale, Ukunda",,"Kwale, Ukunda",,"Very clean and tidy /Local UsedAutomaticKwale, Ukunda"
Very clean and tidy /,,,,Very clean and tidy /
"Kwale, Ukunda",,"Kwale, Ukunda",,"Kwale, Ukunda"
Toyota Corolla 2001 White,"KSh 295,000","Nairobi, Umoja",https://jiji.co.ke/umoja/cars/toyota-corolla-2001-white-zZUXsSCnugwpSLkPMKlbMdFG.html?page=1&pos=8&cur_pos=8&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=7,"KSh 295,000Toyota Corolla 2001 WhiteToyota ae 100,5speed manuals... very clean.owner selling wuick sale...Foreign UsedManualNairobi, Umoja"
"KSh 295,000","KSh 295,000",,,"KSh 295,000"
"Toyota ae 100,5speed manuals... very clean.owner selling wuick sale...Foreign UsedManualNairobi, Umoja",,"Nairobi, Umoja",,"Toyota ae 100,5speed manuals... very clean.owner selling wuick sale...Foreign UsedManualNairobi, Umoja"
"Toyota ae 100,5speed manuals... very clean.owner selling wuick sale...",,,,"Toyota ae 100,5speed manuals... very clean.owner selling wuick sale..."
Foreign UsedManual,,,,Foreign UsedManual
Toyota Caldina 2006 Silver,"KSh 625,000","Nairobi, Donholm",https://jiji.co.ke/lower-savannah/cars/toyota-caldina-2006-silver-sKxR0OYn3awzaUi5W3HlBTMs.html?page=1&pos=11&cur_pos=11&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=10,"KSh 625,000Toyota Caldina 2006 SilverToyota caldina on sale. immaculate clean original paint and totally accident free. smart and neat...Local UsedAutomaticNairobi, Donholm"
"KSh 625,000","KSh 625,000",,,"KSh 625,000"
"Toyota caldina on sale. immaculate clean original paint and totally accident free. smart and neat...Local UsedAutomaticNairobi, Donholm",,"Nairobi, Donholm",,"Toyota caldina on sale. immaculate clean original paint and totally accident free. smart and neat...Local UsedAutomaticNairobi, Donholm"
Toyota caldina on sale. immaculate clean original paint and totally accident free. smart and neat...,,,,Toyota caldina on sale. immaculate clean original paint and totally accident free. smart and neat...
"Nairobi, Donholm",,"Nairobi, Donholm",,"Nairobi, Donholm"
Toyota Hilux 2024 White,"KSh 3,580,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2024-white-hfJYzRvKNi7PSVUzH1kTDNZg.html?page=1&pos=14&cur_pos=14&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=13,"DIAMONDKSh 3,580,000Toyota Hilux 2024 WhiteToyota hilux pickup 2024 model 2400cc diesel manual highrider 2wd local with difflock. 10 other...Local UsedManualNairobi, Karen"
"KSh 3,580,000","KSh 3,580,000",,,"KSh 3,580,000"
"Toyota hilux pickup 2024 model 2400cc diesel manual highrider 2wd local with difflock. 10 other...Local UsedManualNairobi, Karen",,"Nairobi, Karen",,"Toyota hilux pickup 2024 model 2400cc diesel manual highrider 2wd local with difflock. 10 other...Local UsedManualNairobi, Karen"
Toyota hilux pickup 2024 model 2400cc diesel manual highrider 2wd local with difflock. 10 other...,,,,Toyota hilux pickup 2024 model 2400cc diesel manual highrider 2wd local with difflock. 10 other...
Toyota Hilux 2021,"KSh 3,250,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2021-6nuH0tAqsv9SobY00UbXP9Gd.html?page=1&pos=17&cur_pos=17&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=16,"DIAMONDKSh 3,250,000Toyota Hilux 2021Hihgrider toyota pickup 2021 model 2400cc diesel manual 2wd local assembly superbly clean. 25 more...Local UsedManualNairobi, Karen"
"KSh 3,250,000","KSh 3,250,000",,,"KSh 3,250,000"
"Hihgrider toyota pickup 2021 model 2400cc diesel manual 2wd local assembly superbly clean. 25 more...Local UsedManualNairobi, Karen",,"Nairobi, Karen",,"Hihgrider toyota pickup 2021 model 2400cc diesel manual 2wd local assembly superbly clean. 25 more...Local UsedManualNairobi, Karen"
Hihgrider toyota pickup 2021 model 2400cc diesel manual 2wd local assembly superbly clean. 25 more...,,,,Hihgrider toyota pickup 2021 model 2400cc diesel manual 2wd local assembly superbly clean. 25 more...
Toyota Land Cruiser Prado 2.8 2017 Gray,"KSh 7,499,999","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-land-cruiser-prado-2-8-2017-gray-yFvS0xj8q8PuE4uF3gaofwHR.html?page=1&pos=20&cur_pos=20&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=19,"Verified IDKSh 7,499,999Toyota Land Cruiser Prado 2.8 2017 GrayTXL edition, leather seats,rear camera , cruise controls,steering controls,Bluetooth,lane assistForeign UsedAMTNairobi, Karen"
"KSh 7,499,999","KSh 7,499,999",,,"KSh 7,499,999"
"TXL edition, leather seats,rear camera , cruise controls,steering controls,Bluetooth,lane assistForeign UsedAMTNairobi, Karen",,"Nairobi, Karen",,"TXL edition, leather seats,rear camera , cruise controls,steering controls,Bluetooth,lane assistForeign UsedAMTNairobi, Karen"
"TXL edition, leather seats,rear camera , cruise controls,steering controls,Bluetooth,lane assist",,,,"TXL edition, leather seats,rear camera , cruise controls,steering controls,Bluetooth,lane assist"
Foreign UsedAMT,,,,Foreign UsedAMT
BMW 520i 2012 White,"KSh 1,950,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/bmw-520i-2012-white-7PrdJtsDuNwt32EpOysmWEuq.html?page=1&pos=23&cur_pos=23&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=22,"DIAMONDKSh 1,950,000BMW 520i 2012 WhiteBmw 520i 2012 model 2000cc diesel auto 2wd local twin turbo superbly clean with very low mileage of...Local UsedAutomaticNairobi, Karen"
"Bmw 520i 2012 model 2000cc diesel auto 2wd local twin turbo superbly clean with very low mileage of...Local UsedAutomaticNairobi, Karen",,"Nairobi, Karen",,"Bmw 520i 2012 model 2000cc diesel auto 2wd local twin turbo superbly clean with very low mileage of...Local UsedAutomaticNairobi, Karen"
Bmw 520i 2012 model 2000cc diesel auto 2wd local twin turbo superbly clean with very low mileage of...,,,,Bmw 520i 2012 model 2000cc diesel auto 2wd local twin turbo superbly clean with very low mileage of...
Volkswagen Passat 2014 Silver,"KSh 1,600,000","Nairobi, Embakasi",https://jiji.co.ke/embakasi/cars/volkswagen-passat-2014-silver-1AbxuPsP9fCFaXz0SsXp71kD.html?page=1&pos=3&cur_pos=3&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=2,"KSh 1,600,000Volkswagen Passat 2014 SilverVolkswagen Passat 
2014, leather interior,heated seats 
7 speed gearbox,milage 130,343.
1380cc
7...Local UsedAutomaticNairobi, Embakasi"
"KSh 1,600,000","KSh 1,600,000",,,"KSh 1,600,000"
Volkswagen Passat,,"Nairobi, Embakasi",,"Volkswagen Passat 
2014, leather interior,heated seats 
7 speed gearbox,milage 130,343.
1380cc
7...Local UsedAutomaticNairobi, Embakasi"
"Nairobi, Embakasi",,"Nairobi, Embakasi",,"Nairobi, Embakasi"
Toyota Land Cruiser 4.6 V8 ZX 2018 Pearl,"KSh 9,500,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-4-6-v8-zx-2018-pearl-8TxqmDGXqBobP4rlu4500Swj.html?page=1&pos=6&cur_pos=6&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=5,"KSh 9,500,000Toyota Land Cruiser 4.6 V8 ZX 2018 PearlPearl Landcruiser V8 ZX Fully Loaded for SaleForeign UsedAutomaticNairobi, Nairobi Central"
"KSh 9,500,000","KSh 9,500,000",,,"KSh 9,500,000"
"Pearl Landcruiser V8 ZX Fully Loaded for SaleForeign UsedAutomaticNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Pearl Landcruiser V8 ZX Fully Loaded for SaleForeign UsedAutomaticNairobi, Nairobi Central"
Pearl Landcruiser V8 ZX Fully Loaded for Sale,,,,Pearl Landcruiser V8 ZX Fully Loaded for Sale
Mazda Demio 2012,"KSh 685,000","Nairobi, Donholm",https://jiji.co.ke/lower-savannah/cars/mazda-demio-2012-f5Lx2HT2ydZ1DFaaDhy8P1pX.html?page=1&pos=9&cur_pos=9&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=8,"KSh 685,000Mazda Demio 2012Mazda demio on sale. In good condition. Low mileage and Excellent suspension. 
The interior is clean...Local UsedAutomaticNairobi, Donholm"
"KSh 685,000","KSh 685,000",,,"KSh 685,000"
Mazda demio on sale. In good condition. Low mileage and Excellent suspension.,,"Nairobi, Donholm",,"Mazda demio on sale. In good condition. Low mileage and Excellent suspension. 
The interior is clean...Local UsedAutomaticNairobi, Donholm"
Subaru Forester 2.0XT Premium AWD 2017 Pearl,"KSh 3,380,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/cars/subaru-forester-2-0xt-premium-awd-2017-pearl-CyMDrr1Qdr7fMJgtP6XUFNF4.html?page=1&pos=12&cur_pos=12&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=11,"KSh 3,380,000Subaru Forester 2.0XT Premium AWD 2017 PearlI*2017 SUBARU FORESTER XT SJG*
Subaru Eyesight 
 Turbo Engine 
 Mileage 90,000km
2000cc Petrol...Foreign UsedAutomaticNairobi, Nairobi Central"
"KSh 3,380,000","KSh 3,380,000",,,"KSh 3,380,000"
I*2017 SUBARU FORESTER XT SJG*,,"Nairobi, Nairobi Central",,"I*2017 SUBARU FORESTER XT SJG*
Subaru Eyesight 
 Turbo Engine 
 Mileage 90,000km
2000cc Petrol...Foreign UsedAutomaticNairobi, Nairobi Central"
Audi A4 2014 Red,"KSh 2,330,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/audi-a4-2014-red-dZLgQMbbqBsSIT2j6fciqrp9.html?page=1&pos=15&cur_pos=15&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=14,"DIAMONDKSh 2,330,000Audi A4 2014 RedAudi q4 2014 model 2000cc petrol turbo charged quatro. Call or watsup for more informationLocal UsedAutomaticNairobi, Karen"
"KSh 2,330,000","KSh 2,330,000",,,"KSh 2,330,000"
"Audi q4 2014 model 2000cc petrol turbo charged quatro. Call or watsup for more informationLocal UsedAutomaticNairobi, Karen",,"Nairobi, Karen",,"Audi q4 2014 model 2000cc petrol turbo charged quatro. Call or watsup for more informationLocal UsedAutomaticNairobi, Karen"
Audi q4 2014 model 2000cc petrol turbo charged quatro. Call or watsup for more information,,,,Audi q4 2014 model 2000cc petrol turbo charged quatro. Call or watsup for more information
Toyota Spade 2016 Black,"KSh 865,000","Nairobi, Donholm",https://jiji.co.ke/lower-savannah/cars/toyota-spade-2016-black-uQGXPhC3br9uhM6KahXSpxQ8.html?page=1&pos=18&cur_pos=18&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=17,"DIAMONDKSh 865,000Toyota Spade 2016 BlackToyota Spade on sale. In great condition very well maintained car. Smart and neat interior very...Local UsedAutomaticNairobi, Donholm"
"KSh 865,000","KSh 865,000",,,"KSh 865,000"
"Toyota Spade on sale. In great condition very well maintained car. Smart and neat interior very...Local UsedAutomaticNairobi, Donholm",,"Nairobi, Donholm",,"Toyota Spade on sale. In great condition very well maintained car. Smart and neat interior very...Local UsedAutomaticNairobi, Donholm"
Toyota Spade on sale. In great condition very well maintained car. Smart and neat interior very...,,,,Toyota Spade on sale. In great condition very well maintained car. Smart and neat interior very...
Toyota Land Cruiser Prado 2.8 2021 Black,"KSh 9,600,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-land-cruiser-prado-2-8-2021-black-wjRG9NukTlraHO0ojgmAxf1H.html?page=1&pos=21&cur_pos=21&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=20,"Verified IDKSh 9,600,000Toyota Land Cruiser Prado 2.8 2021 BlackMatt black edition 2021 TXL leather powered seats,sunroof, seat warmers/cooler, cruise control, lane...Foreign UsedAutomaticNairobi, Kar"
"KSh 9,600,000","KSh 9,600,000",,,"KSh 9,600,000"
"Matt black edition 2021 TXL leather powered seats,sunroof, seat warmers/cooler, cruise control, lane...Foreign UsedAutomaticNairobi, Karen",,"Nairobi, Karen",,"Matt black edition 2021 TXL leather powered seats,sunroof, seat warmers/cooler, cruise control, lane...Foreign UsedAutomaticNairobi, Karen"
"Matt black edition 2021 TXL leather powered seats,sunroof, seat warmers/cooler, cruise control, lane...",,,,"Matt black edition 2021 TXL leather powered seats,sunroof, seat warmers/cooler, cruise control, lane..."
Toyota Hilux 2018 Silver,"KSh 2,380,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2018-silver-jS0KPN6sHyaBaRL42mLv1VTQ.html?page=1&pos=24&cur_pos=24&ads_per_page=24&ads_count=8180&lid=ctvclkeuq4hFuVH9&indexPosition=23,"DIAMONDKSh 2,380,000Toyota Hilux 2018 SilverToyota hilux pickup 2018 model 2500cc diesel manual 2wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen"
"KSh 2,380,000","KSh 2,380,000",,,"KSh 2,380,000"
"Toyota hilux pickup 2018 model 2500cc diesel manual 2wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen",,"Nairobi, Karen",,"Toyota hilux pickup 2018 model 2500cc diesel manual 2wd local assembly superbly clean. Call or...Local UsedManualNairobi, Karen"
Toyota hilux pickup 2018 model 2500cc diesel manual 2wd local assembly superbly clean. Call or...,,,,Toyota hilux pickup 2018 model 2500cc diesel manual 2wd local assembly superbly clean. Call or...
Toyota Hilux 2017 Gold,"KSh 3,650,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/toyota-hilux-2017-gold-ufaBX5dCjOtHW0v82x0Dvd3Q.html?page=2&pos=1&cur_pos=1&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=0,"< KSh 790.0 KKSh 790 K  - 1.3 MKSh 1.3  - 2.3 M> KSh 2.3 MToyotaNissanMazdaMercedes-BenzSubaruHondaVolkswagenSort by:SortDIAMONDKSh 3,650,000Toyota Hilux 2017 GoldGold toyota hilux dcab pickup 2017 mo"
Sort by:Sort,,,,Sort by:Sort
"KSh 3,650,000","KSh 3,650,000",,,"KSh 3,650,000"
"Gold toyota hilux dcab pickup 2017 model 2500cc diesel manual 4wd local 6 speed . Call or watsup for...Local UsedManualNairobi, Karen",,"Nairobi, Karen",,"Gold toyota hilux dcab pickup 2017 model 2500cc diesel manual 4wd local 6 speed . Call or watsup for...Local UsedManualNairobi, Karen"
Gold toyota hilux dcab pickup 2017 model 2500cc diesel manual 4wd local 6 speed . Call or watsup for...,,,,Gold toyota hilux dcab pickup 2017 model 2500cc diesel manual 4wd local 6 speed . Call or watsup for...
Jeep Wrangler Unlimited Sport RHD 2012 Gray,"KSh 4,400,000","Nairobi, Ngara",https://jiji.co.ke/ngara/cars/jeep-wrangler-unlimited-sport-rhd-2012-gray-hkAjECjGmn9ZeBfQRzG6UHNl.html?page=2&pos=4&cur_pos=4&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=3,"Verified IDKSh 4,400,000Jeep Wrangler Unlimited Sport RHD 2012 GrayThis is the Amazing, Jeep Wrangler, Unlimited Edition. It comes with a 3600cc, Petrol-Powered...Local UsedAutomaticNairobi, Ngara"
"KSh 4,400,000","KSh 4,400,000",,,"KSh 4,400,000"
"This is the Amazing, Jeep Wrangler, Unlimited Edition. It comes with a 3600cc, Petrol-Powered...Local UsedAutomaticNairobi, Ngara",,"Nairobi, Ngara",,"This is the Amazing, Jeep Wrangler, Unlimited Edition. It comes with a 3600cc, Petrol-Powered...Local UsedAutomaticNairobi, Ngara"
"This is the Amazing, Jeep Wrangler, Unlimited Edition. It comes with a 3600cc, Petrol-Powered...",,,,"This is the Amazing, Jeep Wrangler, Unlimited Edition. It comes with a 3600cc, Petrol-Powered..."
Volkswagen Tiguan 2018 Black,"KSh 3,899,999","Nairobi, Westlands",https://jiji.co.ke/westlands/cars/volkswagen-tiguan-2018-black-1fScZUor0wr5BfoZQdBQH1E0.html?page=2&pos=7&cur_pos=7&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=6,"Verified IDDIAMONDKSh 3,899,999Volkswagen Tiguan 2018 Black1400cc R-Line, steering controls,fog lightForeign UsedAutomaticNairobi, Westlands"
"KSh 3,899,999","KSh 3,899,999",,,"KSh 3,899,999"
"1400cc R-Line, steering controls,fog lightForeign UsedAutomaticNairobi, Westlands",,"Nairobi, Westlands",,"1400cc R-Line, steering controls,fog lightForeign UsedAutomaticNairobi, Westlands"
"1400cc R-Line, steering controls,fog light",,,,"1400cc R-Line, steering controls,fog light"
Toyota Land Cruiser Prado 2.8 2018 Black,"KSh 7,899,999","Nairobi, Westlands",https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2-8-2018-black-dD6CMn01e7vqeZgcpZHoI8Hj.html?page=2&pos=10&cur_pos=10&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=9,"Verified IDKSh 7,899,999Toyota Land Cruiser Prado 2.8 2018 BlackTXL, sunroof,leather seats, power seats,Local UsedAutomaticNairobi, Westlands"
"KSh 7,899,999","KSh 7,899,999",,,"KSh 7,899,999"
"TXL, sunroof,leather seats, power seats,Local UsedAutomaticNairobi, Westlands",,"Nairobi, Westlands",,"TXL, sunroof,leather seats, power seats,Local UsedAutomaticNairobi, Westlands"
"TXL, sunroof,leather seats, power seats,",,,,"TXL, sunroof,leather seats, power seats,"
Toyota Land Cruiser Prado 2017 Pearl,"KSh 7,999,999","Nairobi, Westlands",https://jiji.co.ke/westlands/cars/toyota-land-cruiser-prado-2017-pearl-cC5wDOtdE2b3lMxM6MBQjlqI.html?page=2&pos=13&cur_pos=13&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=12,"Verified IDKSh 7,999,999Toyota Land Cruiser Prado 2017 PearlVXL 3000cc diesel engine 
Full specsLocal UsedAutomaticNairobi, Westlands"
"KSh 7,999,999","KSh 7,999,999",,,"KSh 7,999,999"
VXL 3000cc diesel engine,,"Nairobi, Westlands",,"VXL 3000cc diesel engine 
Full specsLocal UsedAutomaticNairobi, Westlands"
Ford Ranger Wildtrak 2018 Gray,"KSh 3,250,000","Nairobi, Karen",https://jiji.co.ke/karen/cars/ford-ranger-wildtrak-2018-gray-v2AMiIbaLefgdnlobmSKYa1a.html?page=2&pos=16&cur_pos=16&ads_per_page=24&ads_count=8180&lid=-4DGmqsvasrSokAo&indexPosition=15,"KSh 3,250,000Ford Ranger Wildtrak 2018 GrayFord ranger 2018 model 2200cc diesel manual 4wd local assembly superbly cleanLocal UsedManualNairobi, Karen"
